species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,culmen_ratio,species_encoded,island_encoded,sex_encoded
Chinstrap,Dream,0.4408440304681216,0.7298745553426278,-0.7836511841576861,-0.941606391907158,FEMALE,-0.22762477277915938,1,1,0
Chinstrap,Dream,0.9536221916563415,0.5264443591266027,-0.4263731935710082,0.23997703562092373,MALE,0.1941997840179078,1,1,1
Chinstrap,Dream,-0.291696199800763,0.06872641764054951,-1.4267515672137063,-0.7550405875606188,FEMALE,-0.31607706824668397,1,1,0
Chinstrap,Dream,0.8254276513592863,0.17044151574856115,-0.7121955860403505,-1.0037949933560044,MALE,0.33192574067090175,1,1,1
Chinstrap,Dream,-0.1451881537469853,-0.28727642573749207,-0.9980179785096929,-1.6256810078444686,FEMALE,-0.009739545499352244,1,1,0
Chinstrap,Dream,1.210011272250451,1.1367349477746742,-0.5692843898056794,-0.5062861817652331,MALE,0.0020613110683526145,1,1,1
Chinstrap,Dream,0.49578454773828873,0.3738717119645844,-0.4263731935710082,-1.1281721962536972,FEMALE,0.0034583933388199497,1,1,0
Chinstrap,Dream,1.4664003528445604,0.9333047515586511,-0.28346199733633703,-0.07096597162330831,MALE,0.26201052668237007,1,1,1
Chinstrap,Dream,1.1916977664937285,0.6281594572346144,-0.06909520298433032,-1.0037949933560044,FEMALE,0.27762250145060374,1,1,0
Chinstrap,Dream,1.0085627089265075,0.9333047515586511,-0.06909520298433032,-0.5062861817652331,MALE,-0.003971265665306375,1,1,1
Chinstrap,Dream,0.4408440304681216,0.3230141629105795,-0.7121955860403505,-0.6306633846629259,FEMALE,-0.0009827062007261036,1,1,0
Chinstrap,Dream,1.6129083988983366,1.441880242098711,0.28818278760234756,0.42654283996746295,MALE,0.0662479275144797,1,1,1
Chinstrap,Dream,-0.5663987861515947,-0.28727642573749207,-0.9980179785096929,-1.25254939915139,FEMALE,-0.2898215774413637,1,1,0
Chinstrap,Dream,1.8692974794924473,1.8487406345307593,0.002360395133005256,0.1155998327232309,MALE,-0.0029482587716610923,1,1,1
Chinstrap,Dream,-0.27338269404404064,-0.23641887668348716,-0.9980179785096929,-1.0659835948048508,FEMALE,-0.12597249496968937,1,1,0
Chinstrap,Dream,1.2832652952773391,0.8315896534506394,0.14527159136767642,-0.13315457307215472,MALE,0.21334151786981662,1,1,1
Chinstrap,Dream,1.045189720439952,0.7298745553426278,-0.4263731935710082,-0.7550405875606188,MALE,0.13102164399932054,1,1,1
Chinstrap,Dream,0.6422925937920652,-0.18556132762948047,-0.1405508011016659,-0.3819089788675403,FEMALE,0.4450313314168417,1,1,0
Chinstrap,Dream,0.6606060995487875,0.5773019081806094,-0.4263731935710082,-0.44409758031638674,FEMALE,-0.012401289685068996,1,1,0
Chinstrap,Dream,1.4664003528445604,1.7978830854767527,0.6454607781890255,0.737485847211695,MALE,-0.19234291184003702,1,1,1
Chinstrap,Dream,0.5324115592517321,-0.28727642573749207,-0.6407399879230149,-1.874435413639854,FEMALE,0.44082720153779476,1,1,0
Chinstrap,Dream,1.741102939195392,1.3910226930447043,0.28818278760234756,0.36435423851861654,MALE,0.1641719980399086,1,1,1
Chinstrap,Dream,0.9169951801428968,1.187592496828681,0.6454607781890255,-0.3197203774186939,MALE,-0.19084052490444275,1,1,1
Chinstrap,Dream,0.40421701895467815,0.17044151574856115,-0.9980179785096929,-0.6928519861117723,FEMALE,0.0662479275144806,1,1,0
Chinstrap,Dream,1.2649517895206168,0.9841623006126577,-0.35491759545367263,-0.8172291890094652,MALE,0.1166257145300269,1,1,1
Chinstrap,Dream,0.2760224786576228,-0.08384622952146882,-0.35491759545367263,-0.8794177904583116,FEMALE,0.13997182195814173,1,1,0
Chinstrap,Dream,1.2649517895206168,0.3738717119645844,-0.35491759545367263,-0.6617576853873491,FEMALE,0.4777678241621607,1,1,0
Chinstrap,Dream,1.2466382837638943,0.679017006288621,0.002360395133005256,0.3021656370697701,MALE,0.2804135912339928,1,1,1
Chinstrap,Dream,1.1184437434668404,0.3738717119645844,-0.7836511841576861,-1.0037949933560044,FEMALE,0.3874231706720013,1,1,0
Chinstrap,Dream,0.9169951801428968,1.2384500458826877,0.7883719744236966,0.1155998327232309,MALE,-0.216756699543447,1,1,1
Chinstrap,Dream,1.3748328240609498,0.7807321043966328,-0.9980179785096929,-1.1903607977025437,MALE,0.2967161723149007,1,1,1
Chinstrap,Dream,1.0635032261966733,0.06872641764054951,-0.21200639921900147,-0.6617576853873491,FEMALE,0.5485943769344316,1,1,0
Chinstrap,Dream,0.7521736283323981,-0.3889915238455055,-0.1405508011016659,-1.097077895529274,FEMALE,0.6583882708882973,1,1,0
Chinstrap,Dream,1.3565193183042272,0.9333047515586511,0.002360395133005256,-0.3197203774186939,MALE,0.1981748965189276,1,1,1
Chinstrap,Dream,0.3126494901710676,0.06872641764054951,-0.5692843898056794,-0.7550405875606188,FEMALE,0.06951965730705723,1,1,0
Chinstrap,Dream,1.2283247780071733,1.2893075949366926,0.14527159136767642,-0.1953431745210011,MALE,-0.06796891519464535,1,1,1
Chinstrap,Dream,-0.27338269404404064,0.06872641764054951,-0.9980179785096929,-1.0659835948048508,FEMALE,-0.3043923189874791,1,1,0
Chinstrap,Dream,1.503027364358005,0.8315896534506394,-0.28346199733633703,-0.941606391907158,MALE,0.3423709830937956,1,1,1
Chinstrap,Dream,0.221081961387457,-0.28727642573749207,-0.7121955860403505,-1.1903607977025437,FEMALE,0.23381004749370088,1,1,0
Chinstrap,Dream,0.9719356974130626,1.3910226930447043,0.14527159136767642,-0.1953431745210011,MALE,-0.2624681432534497,1,1,1
Chinstrap,Dream,1.1367572492235627,0.8315896534506394,0.07381599325034083,-0.5062861817652331,MALE,0.12732187438716425,1,1,1
Chinstrap,Dream,0.29433598441434516,1.1367349477746742,-0.49782879168834376,-0.8483234897338884,FEMALE,-0.5189339522930747,1,1,0
Chinstrap,Dream,1.4480868470878379,1.187592496828681,0.35963838571968315,-0.3197203774186939,MALE,0.10978710090800736,1,1,1
Chinstrap,Dream,0.5140980534950098,-0.3381339747914988,-0.8551067822750217,-0.6928519861117723,FEMALE,0.46318948234897506,1,1,0
Chinstrap,Dream,0.3126494901710676,-0.08384622952146882,-0.4263731935710082,-0.6928519861117723,FEMALE,0.1637537233915818,1,1,0
Chinstrap,Dream,2.1623135716,1.3401651439906994,0.4310939838370187,-0.25753177596984755,MALE,0.42643563467911455,1,1,1
Chinstrap,Dream,-0.09024763647681948,0.47558681007259784,0.07381599325034083,-1.0037949933560044,FEMALE,-0.4122018839757178,1,1,0
Chinstrap,Dream,1.0268762146832298,0.5264443591266027,-0.5692843898056794,-0.5373804824896563,MALE,0.2386275119704865,1,1,1
Chinstrap,Dream,1.2466382837638943,0.9333047515586511,0.6454607781890255,-0.13315457307215472,MALE,0.13433926635548515,1,1,1
Chinstrap,Dream,1.1367572492235627,0.7807321043966328,-0.21200639921900147,-0.5373804824896563,FEMALE,0.156186754753669,1,1,0
Gentoo,Biscoe,0.38590351319795574,-2.016433093573697,0.7169163763063611,0.36435423851861654,FEMALE,1.7893908191031163,2,0,0
Gentoo,Biscoe,1.100130237710118,-0.4398490728995104,2.074572740535737,1.8568806732909302,MALE,0.9303917668394751,2,0,1
Gentoo,Biscoe,0.862054662872731,-1.5587151520876428,0.6454607781890255,0.3021656370697701,FEMALE,1.7115169751926844,2,0,0
Gentoo,Biscoe,1.100130237710118,-0.9992821124935771,1.2171055631277101,1.8568806732909302,MALE,1.3791340545426098,2,0,1
Gentoo,Biscoe,0.6606060995487875,-1.3552849558716187,1.0027387687757032,1.483749064597852,MALE,1.3655598113469347,2,0,1
Gentoo,Biscoe,0.45915753622484395,-1.8638604464116786,0.6454607781890255,0.42654283996746295,FEMALE,1.6924014988632061,2,0,0
Gentoo,Biscoe,0.25770897290090045,-1.304427406817613,0.7169163763063611,0.737485847211695,FEMALE,1.0155041521275674,2,0,0
Gentoo,Biscoe,0.49578454773828873,-0.9484245634395704,1.2885611612450456,1.2349946588024663,MALE,0.8996714510818972,2,0,1
Gentoo,Biscoe,-0.12687464799026424,-1.9147179954656846,0.5740051800716899,0.23997703562092373,FEMALE,1.2616256806099042,2,0,0
Gentoo,Biscoe,0.5140980534950098,-0.8975670143855645,1.0027387687757032,1.1728060573536199,MALE,0.8727323563845663,2,0,1
Gentoo,Biscoe,-0.5663987861515947,-1.762145348303667,0.9312831706583677,0.5509200428651557,FEMALE,0.7644637227376885,2,0,0
Gentoo,Biscoe,0.9169951801428968,-0.5415641710075221,1.074194366893039,1.670314868944391,MALE,0.8818637471099972,2,0,1
Gentoo,Biscoe,0.2760224786576228,-1.762145348303667,0.9312831706583677,0.5509200428651557,FEMALE,1.4432026614584732,2,0,0
Gentoo,Biscoe,0.8071141456025639,-1.304427406817613,0.8598275725410321,2.0434464776374694,MALE,1.430872978533527,2,0,1
Gentoo,Biscoe,0.33096299592778866,-1.304427406817613,0.6454607781890255,-0.008777370174461903,FEMALE,1.0708866623150288,2,0,0
Gentoo,Biscoe,0.9719356974130626,-0.7449943672235471,1.1456499650103744,2.0434464776374694,MALE,1.077236249470279,2,0,1
Gentoo,Biscoe,-0.3649502228276512,-1.8638604464116786,0.6454607781890255,-0.07096597162330831,FEMALE,1.018580958249093,2,0,0
Gentoo,Biscoe,0.9536221916563415,-0.9992821124935771,1.4314723574797168,2.603143890677087,MALE,1.2727413376035401,2,0,1
Gentoo,Biscoe,0.40421701895467815,-1.3552849558716187,0.5740051800716899,0.737485847211695,FEMALE,1.1703842064793992,2,0,0
Gentoo,Biscoe,0.862054662872731,-1.0501396615475829,1.5029279555970523,1.4215604631490055,MALE,1.2491376553687126,2,0,1
Gentoo,Biscoe,1.1367572492235627,-1.4570000539796304,1.2171055631277101,1.8568806732909302,MALE,1.8259090651853491,2,0,1
Gentoo,Biscoe,0.20276845563073462,-1.3552849558716187,1.0027387687757032,0.9862402530070806,FEMALE,1.0170319455120496,2,0,0
Gentoo,Biscoe,0.45915753622484395,-1.3552849558716187,0.8598275725410321,0.23997703562092373,FEMALE,1.212207550379585,2,0,0
Gentoo,Biscoe,0.42253052471139924,-0.6941368181695404,1.0027387687757032,1.048428854455927,MALE,0.6532394415026218,2,0,1
Gentoo,Biscoe,-0.20012867101715243,-2.067290642627703,1.0027387687757032,0.9862402530070806,FEMALE,1.349490282265693,2,0,0
Gentoo,Biscoe,0.38590351319795574,-1.0501396615475829,1.0027387687757032,1.1106174559047735,MALE,0.9010714158461909,2,0,1
Gentoo,Biscoe,0.697233111062231,-1.1009972106015886,1.0027387687757032,1.7946920718420838,MALE,1.171313614121625,2,0,1
Gentoo,Biscoe,0.7704871340891204,-1.4570000539796304,0.6454607781890255,0.48873144141630936,FEMALE,1.543187160032575,2,0,0
Gentoo,Biscoe,1.100130237710118,-0.9484245634395704,1.3600167593623813,1.670314868944391,MALE,1.3356729773616165,2,0,1
Gentoo,Biscoe,0.6056655822786203,-0.9484245634395704,1.5029279555970523,1.2971832602513127,MALE,0.9789444558600269,2,0,1
Gentoo,Biscoe,-0.2184421767738748,-1.507857603033637,0.5740051800716899,0.6131086443140021,FEMALE,0.8224454018262056,2,0,0
Gentoo,Biscoe,0.20276845563073462,-1.3552849558716187,0.4310939838370187,1.048428854455927,FEMALE,1.0170319455120496,2,0,0
Gentoo,Biscoe,2.8582267903554412,-0.08384622952146882,2.074572740535737,2.292200883432855,MALE,1.8165958730156107,2,0,1
Gentoo,Biscoe,0.9353086858996192,-1.2027123087096003,1.3600167593623813,1.1728060573536199,FEMALE,1.4359247615573834,2,0,0
Gentoo,Biscoe,0.8071141456025639,-0.4398490728995104,1.3600167593623813,1.483749064597852,MALE,0.7319660861678339,2,0,1
Gentoo,Biscoe,-0.2550691882873182,-1.762145348303667,0.8598275725410321,0.9240516515582342,FEMALE,1.0153020261779788,2,0,0
Gentoo,Biscoe,0.0745739153336793,0.06872641764054951,1.2885611612450456,1.2971832602513127,MALE,-0.08238208306259827,2,0,1
Gentoo,Biscoe,0.001319892306791095,-1.8130028973576728,0.5025495819543543,0.17778843417207732,FEMALE,1.2696121400465077,2,0,0
Gentoo,Biscoe,0.862054662872731,-0.7449943672235471,0.5025495819543543,1.4215604631490055,MALE,0.9999829390814007,2,0,1
Gentoo,Biscoe,-0.23675568253059587,-1.762145348303667,0.5025495819543543,-0.3197203774186939,FEMALE,1.0300572204979956,2,0,0
Gentoo,Biscoe,1.0268762146832298,-0.5924217200615288,1.7172947499490592,1.8568806732909302,MALE,0.9961202735619561,2,0,1
Gentoo,Biscoe,0.23939546714417806,-1.762145348303667,0.6454607781890255,0.1155998327232309,FEMALE,1.4136922728184385,2,0,0
Gentoo,Biscoe,1.0268762146832298,-1.1009972106015886,1.074194366893039,0.6752972457628486,MALE,1.4138890087427056,2,0,1
Gentoo,Biscoe,1.1916977664937285,-0.6432792691155346,1.5029279555970523,1.670314868944391,MALE,1.1499547743436684,2,0,1
Gentoo,Biscoe,-0.0719341307200971,-1.6604302501956545,1.1456499650103744,0.8618630501093878,FEMALE,1.0702890093273942,2,0,0
Gentoo,Biscoe,0.2760224786576228,-1.6604302501956545,0.6454607781890255,-0.008777370174461903,FEMALE,1.3466039072770664,2,0,0
Gentoo,Biscoe,1.1916977664937285,-0.6432792691155346,1.7172947499490592,1.483749064597852,MALE,1.1499547743436684,2,0,1
Gentoo,Biscoe,0.16614144411728987,-1.9655755445196903,0.8598275725410321,1.1106174559047735,FEMALE,1.5539220895139387,2,0,0
Gentoo,Biscoe,0.221081961387457,-0.6941368181695404,1.0027387687757032,1.3593718617001591,MALE,0.5125047716275234,2,0,1
Gentoo,Biscoe,0.4774710419815663,-1.507857603033637,0.6454607781890255,0.7996744486605414,FEMALE,1.363399920347395,2,0,0
Gentoo,Biscoe,0.8254276513592863,-1.5587151520876428,1.3600167593623813,1.3593718617001591,MALE,1.6828437606984665,2,0,1
Gentoo,Biscoe,0.20276845563073462,-1.4061425049256244,0.6454607781890255,0.23997703562092373,FEMALE,1.0606947420374755,2,0,0
Gentoo,Biscoe,1.1184437434668404,-1.1009972106015886,1.7172947499490592,0.9862402530070806,MALE,1.4812710628041177,2,0,1
Gentoo,Biscoe,0.45915753622484395,-1.4061425049256244,1.1456499650103744,0.8618630501093878,FEMALE,1.2572257330499244,2,0,0
Gentoo,Biscoe,0.18445494987401223,-0.8975670143855645,1.3600167593623813,1.048428854455927,MALE,0.6364576213640328,2,0,1
Gentoo,Biscoe,-0.03530711920665366,-1.6604302501956545,0.5025495819543543,0.1155998327232309,FEMALE,1.0993747880589375,2,0,0
Gentoo,Biscoe,0.2760224786576228,-1.1009972106015886,1.3600167593623813,0.9862402530070806,MALE,0.8613561654391331,2,0,1
Gentoo,Biscoe,-0.1451881537469853,-1.3552849558716187,0.5025495819543543,0.3021656370697701,FEMALE,0.7521507674775362,2,0,0
Gentoo,Biscoe,1.1733842607370062,-0.9484245634395704,1.6458391518317235,1.670314868944391,MALE,1.3885216472137036,2,0,1
Gentoo,Biscoe,0.23939546714417806,-1.7112877992496602,0.5025495819543543,-0.008777370174461903,FEMALE,1.3652567436375123,2,0,0
Gentoo,Biscoe,0.40421701895467815,-1.1518547596555946,1.4314723574797168,1.3593718617001591,MALE,0.9974769592141994,2,0,1
Gentoo,Biscoe,0.3126494901710676,-1.6604302501956545,0.9312831706583677,0.23997703562092373,FEMALE,1.3756896860086107,2,0,0
Gentoo,Biscoe,1.8876109852491685,-0.7449943672235471,2.1460283386530725,1.7946920718420838,MALE,1.721013836044272,2,0,1
Gentoo,Biscoe,0.33096299592778866,-1.507857603033637,1.2885611612450456,0.6131086443140021,FEMALE,1.2495147585534605,2,0,0
Gentoo,Biscoe,1.0635032261966733,-0.18556132762948047,2.074572740535737,1.8568806732909302,MALE,0.7217790534547808,2,0,1
Gentoo,Biscoe,1.0085627089265075,-0.49070662195351716,2.0031171424184016,1.981257876188623,MALE,0.906277534813408,2,0,1
Gentoo,Biscoe,-0.09024763647681948,-1.507857603033637,1.3600167593623813,0.6131086443140021,FEMALE,0.9220949183958987,2,0,0
Gentoo,Biscoe,1.2283247780071733,-1.1009972106015886,1.574383553714388,1.670314868944391,MALE,1.5621295276778113,2,0,1
Gentoo,Biscoe,0.6789196053055099,-1.1009972106015886,1.074194366893039,0.6752972457628486,FEMALE,1.1578372033093434,2,0,0
Gentoo,Biscoe,0.4408440304681216,-0.7958519162775529,1.4314723574797168,0.9862402530070806,MALE,0.7421417620997136,2,0,1
Gentoo,Biscoe,0.7704871340891204,-0.7958519162775529,1.4314723574797168,1.1106174559047735,MALE,0.9753873338507527,2,0,1
Gentoo,Biscoe,0.45915753622484395,-1.2027123087096003,1.1456499650103744,1.2349946588024663,FEMALE,1.080803125287783,2,0,0
Gentoo,Biscoe,0.4408440304681216,-1.1009972106015886,1.074194366893039,0.6131086443140021,FEMALE,0.9826438627496735,2,0,0
Gentoo,Biscoe,0.8437411571160086,-0.5924217200615288,2.074572740535737,1.981257876188623,MALE,0.86977892219681,2,0,1
Gentoo,Biscoe,0.6422925937920652,-1.507857603033637,0.5740051800716899,0.48873144141630936,FEMALE,1.4915207273655715,2,0,0
Gentoo,Biscoe,1.3015788010340614,-0.4398490728995104,1.3600167593623813,2.230012281984009,MALE,1.066809422301228,2,0,1
Gentoo,Biscoe,0.221081961387457,-1.7112877992496602,1.0027387687757032,0.6752972457628486,FEMALE,1.350608471015467,2,0,0
Gentoo,Biscoe,0.221081961387457,-0.3889915238455055,1.574383553714388,2.1678236805351623,MALE,0.3009346914161766,2,0,1
Gentoo,Biscoe,0.9353086858996192,-1.3552849558716187,0.7883719744236966,0.5198257421407325,FEMALE,1.5746765308478663,2,0,0
Gentoo,Biscoe,1.5579678816281708,-0.7958519162775529,1.4314723574797168,1.5459376660466984,MALE,1.5325850885893457,2,0,1
Gentoo,Biscoe,0.6239790880353427,-1.304427406817613,0.7883719744236966,0.6442029450384253,FEMALE,1.292416703064874,2,0,0
Gentoo,Biscoe,1.100130237710118,-0.6432792691155346,1.6458391518317235,1.4215604631490055,MALE,1.0863867988140345,2,0,1
Gentoo,Biscoe,0.16614144411728987,-1.7112877992496602,0.7883719744236966,0.6752972457628486,FEMALE,1.3066636531493292,2,0,0
Gentoo,Biscoe,1.2466382837638943,0.06872641764054951,1.9316615443010658,1.7325034703932374,MALE,0.6654418695264744,2,0,1
Gentoo,Biscoe,-0.10856114223354185,-1.4061425049256244,1.2171055631277101,0.48873144141630936,FEMALE,0.8220499672366434,2,0,0
Gentoo,Biscoe,1.338205812547505,-1.507857603033637,1.2171055631277101,1.3593718617001591,MALE,2.03247524588676,2,0,1
Gentoo,Biscoe,0.6422925937920652,-1.6095727011416487,0.7883719744236966,0.8307687493849646,FEMALE,1.588119748530069,2,0,0
Gentoo,Biscoe,1.4847138586012827,-0.08384622952146882,2.074572740535737,1.670314868944391,MALE,0.9247745692616385,2,0,1
Gentoo,Biscoe,0.6422925937920652,-1.1009972106015886,1.2171055631277101,0.9240516515582342,FEMALE,1.1308843816847782,2,0,0
Gentoo,Biscoe,1.503027364358005,-0.03298868046746211,1.9316615443010658,1.483749064597852,MALE,0.9003668283167919,2,0,1
Gentoo,Biscoe,0.2760224786576228,-1.3552849558716187,0.7883719744236966,0.6752972457628486,FEMALE,1.0727964040456304,2,0,0
Gentoo,Biscoe,1.0085627089265075,-0.5415641710075221,1.6458391518317235,1.7946920718420838,MALE,0.9446420583473367,2,0,1
Gentoo,Biscoe,0.09288742109040167,-1.253569857763607,0.9312831706583677,0.7996744486605414,FEMALE,0.8489798697952007,2,0,0
Gentoo,Biscoe,1.2466382837638943,-0.7449943672235471,1.7887503480663947,1.2349946588024663,MALE,1.2703695254424772,2,0,1
Gentoo,Biscoe,0.990249203169785,-0.6941368181695404,1.074194366893039,0.892957350833811,MALE,1.049855329332448,2,0,1
Gentoo,Biscoe,0.5324115592517321,-1.304427406817613,1.5029279555970523,0.8307687493849646,FEMALE,1.2231885653305477,2,0,0
Gentoo,Biscoe,0.8071141456025639,-1.4061425049256244,0.14527159136767642,0.5198257421407325,FEMALE,1.5239463637096766,2,0,0
Gentoo,Biscoe,1.3015788010340614,-0.3381339747914988,1.7172947499490592,1.2971832602513127,MALE,0.9899946322836461,2,0,1
Gentoo,Biscoe,0.8254276513592863,-1.1009972106015886,1.2885611612450456,0.7996744486605414,FEMALE,1.265648489807601,2,0,0
Gentoo,Biscoe,2.1806270773567227,-0.08384622952146882,1.9316615443010658,1.7325034703932374,MALE,1.3766306964969839,2,0,1
Gentoo,Biscoe,0.5873520765218992,-0.8467094653315588,1.0027387687757032,0.9551459522826574,FEMALE,0.8852659265576991,2,0,0
Gentoo,Biscoe,0.9353086858996192,-1.1009972106015886,1.9316615443010658,1.6081262674955448,MALE,1.3465069546812947,2,0,1
Gentoo,Biscoe,0.5140980534950098,-0.5415641710075221,1.0027387687757032,1.6081262674955448,MALE,0.6056391776657024,2,0,1
Gentoo,Biscoe,-0.419890740097817,-1.253569857763607,0.6454607781890255,0.6131086443140021,FEMALE,0.4639395608728511,2,0,0
Gentoo,Biscoe,1.7227894334386695,-0.6941368181695404,1.2885611612450456,1.6081262674955448,MALE,1.5616177652419008,2,0,1
Gentoo,Biscoe,-0.12687464799026424,-1.6095727011416487,0.5025495819543543,0.45763714069188616,FEMALE,0.981681261977367,2,0,0
Gentoo,Biscoe,0.7521736283323981,-1.0501396615475829,0.5740051800716899,1.6081262674955448,MALE,1.168814677017361,2,0,1
Gentoo,Biscoe,1.1916977664937285,-0.9992821124935771,1.074194366893039,0.9862402530070806,FEMALE,1.445629502629529,2,0,0
Gentoo,Biscoe,1.0635032261966733,-0.6432792691155346,2.0031171424184016,2.1678236805351623,MALE,1.0609596086021813,2,0,1
Gentoo,Biscoe,-0.09024763647681948,-0.9992821124935771,0.8598275725410321,0.5509200428651557,FEMALE,0.5146932294126624,2,0,0
Gentoo,Biscoe,1.3748328240609498,-0.4398490728995104,2.074572740535737,1.6081262674955448,MALE,1.116415842469138,2,0,1
Gentoo,Biscoe,0.40421701895467815,-1.5587151520876428,1.1456499650103744,0.20888273489650053,FEMALE,1.3531017940149648,2,0,0
Gentoo,Biscoe,2.034119031302946,-0.5924217200615288,2.074572740535737,2.0434464776374694,MALE,1.69099770607026,2,0,1
Gentoo,Biscoe,0.8803681686294521,-0.49070662195351716,1.5029279555970523,2.230012281984009,MALE,0.8189304276967634,2,0,1
Gentoo,Biscoe,0.5873520765218992,-1.762145348303667,0.9312831706583677,0.892957350833811,FEMALE,1.6940409648987635,2,0,0
Gentoo,Biscoe,0.5140980534950098,-1.4570000539796304,1.0027387687757032,0.7996744486605414,FEMALE,1.3452818264256319,2,0,0
Gentoo,Biscoe,1.1733842607370062,-0.7449943672235471,1.5029279555970523,1.9190692747397766,MALE,1.2188673185165577,2,0,1
Gentoo,Biscoe,0.221081961387457,-1.2027123087096003,0.7883719744236966,1.2349946588024663,FEMALE,0.9032423071529834,2,0,0
Gentoo,Biscoe,1.0818167319533956,-0.5415641710075221,0.8598275725410321,1.483749064597852,MALE,0.9948647073372086,2,0,1
